,name,github_id,category,group,group_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,monthly_downloads,projectrank_placing,trending,labels,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,new_addition,apt_id
80,facenet,davidsandberg/facenet,face,,,https://github.com/davidsandberg/facenet,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4661.0,567.0,122.0,498.0,618.0,13251.0,,,,Face recognition using Tensorflow.,,,36.0,20,False,,3.0,,,,,,,,,,,,,,,,,,,,,,
81,gotrue,netlify/gotrue,idp,,,https://github.com/netlify/gotrue,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2023-10-25 19:52:07.000000,2023-08-31 21:53:17,639.0,1.0,268.0,66.0,221.0,10.0,120.0,3587.0,2022-02-09 12:50:28,1.0.1,2.0,An SWT based API for managing users and issuing SWT tokens.,10.0,10.0,39.0,20,True,,3.0,,,,,,,,,,,,,,,,,,,,,,
82,appauth-ios,openid/appauth-ios,authentication,,,https://github.com/openid/AppAuth-iOS,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2023-10-31 00:29:40.000000,2023-10-25 17:45:50,394.0,3.0,650.0,93.0,307.0,151.0,318.0,1603.0,2023-05-01 17:52:41,1.6.2,25.0,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,,50.0,20,True,,3.0,-1.0,['openid'],,,,,,,,,,,,,,,,,,,,
83,webauthn,w3c/webauthn,standards,,,https://github.com/w3c/webauthn,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2023-11-01 05:15:43.000000,2023-10-11 18:56:38,2154.0,60.0,148.0,172.0,828.0,82.0,1024.0,1042.0,2018-03-20 13:11:25,CR-00-20180320,7.0,Web Authentication: An API for accessing Public Key Credentials.,,,72.0,20,True,,2.0,,['w3c'],,,,,,,,,,,,,,,,,,,,
84,aries-framework-javascript,hyperledger/aries-framework-javascript,decentralized,,aries,https://github.com/hyperledger/aries-framework-javascript,https://github.com/hyperledger/aries-framework-javascript,Apache-2.0,2019-11-20 17:23:33,2023-11-01 16:42:08.000000,2023-10-31 20:17:34,830.0,37.0,143.0,26.0,986.0,165.0,442.0,207.0,2023-10-05 13:35:35,0.4.2,77.0,Aries Framework JavaScript (Built using TypeScript).,2.0,2.0,56.0,20,True,,3.0,,['hyperledger'],,,,,,,,,,,,,,,,,,,,
85,appauth-android,openid/appauth-android,authentication,,,https://github.com/openid/AppAuth-Android,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2023-11-01 18:36:13.000000,2023-07-12 07:05:13,339.0,,792.0,238.0,233.0,171.0,525.0,2576.0,,,,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,,47.0,19,True,,3.0,,['openid'],,,,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,
86,ja3,salesforce/ja3,pki,,,https://github.com/salesforce/ja3,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-10-20 20:55:26.000000,2023-10-20 20:55:26,151.0,2.0,270.0,96.0,42.0,28.0,23.0,2335.0,,,,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,26.0,19,True,1922.0,3.0,,,,,,,,,,,,,pyja3,https://pypi.org/project/pyja3,1922.0,,,,,,,
87,ladon,ory/ladon,authorization,,,https://github.com/ory/ladon,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2023-06-09 16:12:30.000000,2023-06-09 16:12:30,149.0,,221.0,64.0,103.0,4.0,54.0,2279.0,2020-04-30 07:36:33,1.2.0,40.0,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,,50.0,18,True,,3.0,,['ory'],,,,,,,,,,,,,,,,,,,,
88,aries-rfcs,hyperledger/aries-rfcs,standards,,,https://github.com/hyperledger/aries-rfcs,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2023-10-24 17:38:12.000000,2023-07-24 21:30:11,2151.0,,206.0,58.0,573.0,52.0,171.0,311.0,,,,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",,,84.0,18,True,,2.0,,['hyperledger'],,,,,,,,,,,,,,,,,,,,
89,vc-data-model,w3c/vc-data-model,standards,,,https://github.com/w3c/vc-data-model,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2023-11-01 16:21:18.000000,2023-11-01 11:20:01,1587.0,161.0,78.0,82.0,683.0,64.0,566.0,257.0,,,,W3C Verifiable Credentials Working Group VC Data Model and Representations specification.,,,62.0,18,True,,2.0,,['w3c'],,,,,,,,,,,,,,,,,,,,
90,spruceid-ssi,spruceid/ssi,decentralized,,spruceid,https://github.com/spruceid/ssi,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2023-11-01 15:52:00.000000,2023-11-01 15:51:52,531.0,8.0,46.0,29.0,353.0,73.0,103.0,157.0,,,,Core library for decentralized identity.,113.0,113.0,23.0,18,True,,3.0,,,,,,,,,,,,,,,,,,,,,,
91,aries-mobile-agent-react-native,hyperledger/aries-mobile-agent-react-native,decentralized,,aries,https://github.com/hyperledger/aries-mobile-agent-react-native,https://github.com/hyperledger/aries-mobile-agent-react-native,Apache-2.0,2020-11-06 19:58:19,2023-11-01 18:22:18.000000,2023-10-31 23:55:50,1594.0,76.0,104.0,21.0,772.0,66.0,173.0,119.0,,,,Aries Mobile Agent React Native - Part of the Aries Bifold effort to provide SSI capabilities in a production ready app.,,,40.0,18,True,,3.0,,['hyperledger'],,,,,,,,,,,,,,,,,,,,
92,trinsic-okapi,trinsic-id/okapi,decentralized,,trinsic-id,https://github.com/trinsic-id/okapi,https://github.com/trinsic-id/okapi,Apache-2.0,2020-10-19 15:17:13,2023-10-27 23:00:14.000000,2023-09-11 22:25:57,541.0,1.0,11.0,11.0,532.0,26.0,80.0,26.0,2022-05-29 21:14:21,1.6.0,19.0,Collection of tools that support workflows for authentic data and identity management. Libraries available in most..,542.0,542.0,14.0,18,False,591.0,3.0,-1.0,,17748.0,,,,,,,,,,,,,,,,,,,
93,ion,decentralized-identity/ion,decentralized,,,https://github.com/decentralized-identity/ion,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,1.0,159.0,90.0,184.0,70.0,68.0,1216.0,2022-06-09 01:42:53,1.0.4,17.0,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,31.0,17,True,,3.0,-1.0,,,,,,,,,,,,,,,,,,,,,
94,solid-specification,solid/specification,standards,,solid-project,https://github.com/solid/specification,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2023-11-01 17:36:18.000000,2023-11-01 08:46:32,955.0,45.0,36.0,49.0,195.0,186.0,134.0,439.0,2021-12-21 13:00:06,protocol-v0.9.0,1.0,Solid Technical Reports.,,,21.0,17,True,,2.0,2.0,['solid'],,,,,,,,,,,,,,,,,,,,
95,barbican,openstack/barbican,pki,,,https://github.com/openstack/barbican,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2023-10-14 20:52:49.000000,2023-10-14 20:52:15,3589.0,18.0,66.0,27.0,5.0,,,226.0,,,,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",,,297.0,17,True,,3.0,,['openstack'],,,,,,,,,,,,,,,,,,,,
96,tbd-ssi-sdk,tbd54566975/ssi-sdk,decentralized,,,https://github.com/TBD54566975/ssi-sdk,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2023-11-01 15:46:55.000000,2023-11-01 15:45:58,312.0,27.0,52.0,12.0,322.0,47.0,107.0,186.0,,,4.0,self sovereign identity sdk.,33.0,33.0,16.0,17,True,,3.0,,['web5'],,,,,,,,,,,,,,,,,,,,
97,waltid-walletkit,walt-id/waltid-walletkit,decentralized,,waltid-ssikit,https://github.com/walt-id/waltid-walletkit,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2023-10-31 12:37:38.854547,2023-10-31 12:31:18,1371.0,20.0,25.0,2.0,111.0,2.0,43.0,32.0,2023-10-31 12:37:40,1.2310311231.0,44.0,Toolkit for SSI and NFT/SBT wallets.,,,12.0,17,False,146.0,3.0,,,,waltid/walletkit,https://hub.docker.com/r/waltid/walletkit,2023-10-31 12:37:38.854547,3818.0,,,,,,,,,,,,,,,
98,spiffe,spiffe/spiffe,machine,,,https://github.com/spiffe/spiffe,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2023-10-30 01:40:44.000000,2023-09-29 22:06:47,534.0,5.0,146.0,84.0,203.0,15.0,41.0,1314.0,,,,The SPIFFE Project.,,,57.0,16,True,,3.0,,"['cncf', 'linux-foundation']",,,,,,,,,,,,,,,,,,,,
99,did-core,w3c/did-core,standards,,,https://github.com/w3c/did-core,https://github.com/w3c/did-core,W3C,2019-09-10 07:46:26,2023-04-11 23:37:45.000000,2023-04-11 23:37:45,1309.0,,84.0,74.0,487.0,31.0,324.0,387.0,,,,W3C Decentralized Identifier Specification v1.0.,,,62.0,15,True,,3.0,,['w3c'],,,,,,,,,,,,,,,,,,,,
100,tbd-ssi-service,tbd54566975/ssi-service,decentralized,,,https://github.com/TBD54566975/ssi-service,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2023-10-30 20:56:54.000000,2023-10-30 14:36:57,437.0,39.0,52.0,11.0,491.0,87.0,126.0,138.0,,,3.0,The Self Sovereign Identity Service.,,,21.0,15,True,,3.0,,['web5'],,,,,,,,,,,,,,,,,,,,
101,aries-framework-dotnet,hyperledger/aries-framework-dotnet,decentralized,,aries,https://github.com/hyperledger/aries-framework-dotnet,https://github.com/hyperledger/aries-framework-dotnet,Apache-2.0,2019-08-19 18:49:27,2023-10-09 17:38:49.000000,2023-10-09 17:38:48,147.0,1.0,69.0,27.0,175.0,42.0,28.0,82.0,,,,Aries Framework .NET for building multiplatform SSI services.,44.0,44.0,31.0,15,False,,3.0,,['hyperledger'],,,,,,,,,,,,,,,,,,,,
102,presentation-exchange,decentralized-identity/presentation-exchange,standards,,,https://github.com/decentralized-identity/presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2023-10-24 10:04:29.000000,2023-10-05 20:28:43,621.0,8.0,31.0,31.0,226.0,46.0,170.0,75.0,,,,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,,,36.0,15,False,,3.0,,['dif'],,,,,,,,,,,,,,,,,,,,
103,polygon-js-sdk,0xPolygonID/js-sdk,decentralized,,polygon-id,https://github.com/0xPolygonID/js-sdk,https://github.com/0xPolygonID/js-sdk,,2022-11-08 12:11:09,2023-11-01 10:24:16.000000,2023-11-01 07:54:57,386.0,18.0,19.0,4.0,121.0,6.0,19.0,39.0,2023-11-01 07:56:14,1.4.0,26.0,SDK to work with Polygon ID.,64.0,64.0,15.0,15,False,,3.0,,,,,,,,,,,,,,,,,,,,,,
104,anoncreds,hyperledger/anoncreds-spec,standards,,,https://github.com/hyperledger/anoncreds-spec,https://github.com/hyperledger/anoncreds-spec,Apache-2.0,2022-02-19 17:05:57,2023-11-01 17:59:04.000000,2023-11-01 17:58:41,444.0,80.0,25.0,13.0,126.0,23.0,25.0,39.0,,,,The specification for AnonCreds verifiable credential exchange.,,,24.0,15,False,,3.0,,['hyperledger'],,,,,,,,,,,,,,,,,,,,
105,openid4vci,sphereon-opensource/openid4vci,decentralized,,sphereon-ssi,https://github.com/Sphereon-Opensource/OID4VCI,https://github.com/Sphereon-Opensource/OID4VCI,Apache-2.0,2022-10-09 21:29:30,2023-10-23 04:07:16.000000,2023-10-14 23:14:56,617.0,60.0,10.0,6.0,64.0,2.0,8.0,38.0,2023-10-14 23:03:15,0.8.1,14.0,OpenID for Verifiable Credential Issuance - client and issuer library.,,,13.0,15,False,,3.0,,,,,,,,Sphereon-Opensource/OID4VCI,,,,,,,,,,,,,,
106,pex,sphereon-opensource/pex,decentralized,,sphereon-ssi,https://github.com/Sphereon-Opensource/PEX,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2023-10-12 21:11:44.000000,2023-10-12 21:11:39,933.0,21.0,9.0,7.0,104.0,6.0,20.0,26.0,2023-09-28 01:02:52,2.1.2,26.0,A Typescript implementation of the DIF Presentation Exchange specification.,16.0,16.0,15.0,15,False,2.0,3.0,,,58.0,,,,,,,,,,,,,,,,,,,
107,waltid-idpkit,walt-id/waltid-idpkit,decentralized,,waltid-ssikit,https://github.com/walt-id/waltid-idpkit,https://github.com/walt-id/waltid-idpkit,Apache-2.0,2022-03-21 16:28:15,2023-10-27 18:52:56.044331,2023-10-27 18:47:46,349.0,43.0,6.0,2.0,36.0,,36.0,20.0,2023-09-07 16:06:04,1.2309071555.0,28.0,OIDC identity provider for SSI & NFTs.,,,9.0,15,False,35.0,3.0,,,,waltid/idpkit,https://hub.docker.com/r/waltid/idpkit,2023-10-27 18:52:56.044331,708.0,,,,,,,,,,,,,,,
108,fedfm,fedidcg/FedCM,standards,,,https://github.com/fedidcg/FedCM,https://github.com/fedidcg/FedCM,,2020-03-20 21:58:44,2023-10-24 15:11:55.000000,2023-10-24 15:10:21,669.0,10.0,51.0,75.0,252.0,153.0,101.0,293.0,,,,A privacy preserving identity exchange Web API.,,,31.0,14,False,,3.0,,['w3c'],,,,,,,,,,,,,,,,,,,,
109,verity-sdk,evernym/verity-sdk,decentralized,,evernym-ssi,https://github.com/evernym/verity-sdk,https://github.com/evernym/verity-sdk,Apache-2.0,2020-06-18 20:16:43,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,1451.0,,38.0,13.0,115.0,,,47.0,,,,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repo contains..,14.0,14.0,36.0,14,False,,3.0,,,,,,,,,,,,,,,,,,,,,,
110,appauth-js,openid/appauth-js,authentication,,,https://github.com/openid/AppAuth-JS,https://github.com/openid/AppAuth-JS,Apache-2.0,2017-04-03 11:22:40,2022-10-15 14:37:14.000000,2022-07-19 15:07:09,89.0,,151.0,37.0,93.0,30.0,102.0,934.0,,,,JavaScript client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,,10.0,13,False,,3.0,,['openid'],,,,,,,,,,,,,,,,,,,,
111,beyond,cogolabs/beyond,machine,,,https://github.com/cogolabs/beyond,https://github.com/cogolabs/beyond,	Apache-2.0,2017-08-13 18:29:25,2022-05-26 15:15:14.000000,2022-05-25 16:48:25,133.0,,25.0,9.0,2.0,4.0,1.0,241.0,2022-05-26 15:15:14,1.8.10,4.0,BeyondCorp-inspired HTTPS/SSO Access Proxy. Secure internal services outside your VPN/perimeter network during a zero-..,,,5.0,13,False,234.0,3.0,,,,cogolabs/beyond,https://hub.docker.com/r/cogolabs/beyond,2021-03-16 02:43:33.655703,17622.0,,,,,,,,,,,,,,,
112,siop-oid4vp,sphereon-opensource/siop-oid4vp,decentralized,,sphereon-ssi,https://github.com/Sphereon-Opensource/SIOP-OID4VP,https://github.com/Sphereon-Opensource/SIOP-OID4VP,Apache-2.0,2021-09-08 22:32:38,2023-10-13 21:30:20.000000,2023-10-01 02:04:32,596.0,16.0,18.0,8.0,45.0,5.0,12.0,66.0,,,13.0,Self Issued OpenID Provider v2 (SIOP) with optional OpenID for Verifiable Presentations (OpenID4VP).,40.0,40.0,11.0,13,False,0.0,3.0,,,24.0,,,,,,,,,,,,,,,,,,,
113,bbs-signature,decentralized-identity/bbs-signature,standards,,,https://github.com/decentralized-identity/bbs-signature,https://github.com/decentralized-identity/bbs-signature,Apache-2.0,2021-08-23 11:09:09,2023-10-31 00:09:01.000000,2023-10-23 20:42:55,790.0,24.0,18.0,14.0,161.0,12.0,118.0,57.0,,,,The BBS Signature Scheme.,,,15.0,12,False,,3.0,,['dif'],,,,,,,,,,,,,,,,,,,,
114,mobile-sdk,evernym/mobile-sdk,decentralized,,evernym-ssi,https://github.com/evernym/mobile-sdk,https://github.com/evernym/mobile-sdk,Apache-2.0,2020-01-14 21:16:21,2023-07-20 15:10:24.000000,2023-03-29 23:11:14,598.0,,5.0,63.0,82.0,,,17.0,2021-03-22 11:09:10,1.4.1,100.0,Evernyms SDK for building mobile identity agents. This is a read-only mirror. Contributions are welcomed at..,,,25.0,12,False,4.0,3.0,,,198.0,,,,,,,,,,,,,,,,,,,
115,waltid-web-wallet,walt-id/waltid-web-wallet,decentralized,,waltid-ssikit,https://github.com/walt-id/waltid-web-wallet,https://github.com/walt-id/waltid-web-wallet,,2023-07-27 19:04:55,2023-11-01 19:23:29.000000,2023-11-01 19:23:03,244.0,227.0,,1.0,62.0,1.0,,,2023-11-01 07:01:35,1.2311010655.0,41.0,Custodian identity wallet white-label solution.,,,9.0,12,False,526.0,3.0,,,,waltid/ssikit-web-wallet,https://hub.docker.com/r/waltid/ssikit-web-wallet,2023-06-29 16:56:55.416195,2106.0,,,,,,,,,,,,,,,
116,ssi-mobile-wallet,sphereon-opensource/ssi-mobile-wallet,decentralized,,sphereon-ssi,https://github.com/Sphereon-Opensource/ssi-mobile-wallet,https://github.com/Sphereon-Opensource/ssi-mobile-wallet,GPL-3.0,2022-11-08 00:55:26,2023-10-26 10:56:49.000000,2023-10-26 10:56:49,853.0,47.0,6.0,6.0,155.0,7.0,8.0,35.0,,,,Open-Source Mobile SSI Wallet.,,,8.0,11,False,,3.0,,,,,,,,,,,,,,,,,,,,,,
117,react-native-white-label-app,evernym/react-native-white-label-app,decentralized,,evernym-ssi,https://github.com/evernym/react-native-white-label-app,https://github.com/evernym/react-native-white-label-app,Apache-2.0,2020-12-01 15:41:06,2023-03-29 23:06:53.000000,2023-03-29 23:06:51,786.0,,7.0,13.0,1.0,3.0,,11.0,,,,The Evernym React Native White Label App uses the Mobile SDK to implement a basic mobile identity wallet ready for..,28.0,28.0,21.0,11,False,,3.0,,,,,,,,,,,,,,,,,,,,,,
118,talao-wallet,talaodao/talao-wallet,decentralized,,talao-altme,https://github.com/TalaoDAO/talao-wallet,https://github.com/TalaoDAO/talao-wallet,Apache-2.0,2021-06-29 14:41:04,2023-03-20 12:52:28.000000,2023-03-20 08:12:52,3967.0,,5.0,3.0,69.0,21.0,244.0,10.0,2023-01-06 16:00:40,old_talao,1.0,An open source SSI wallet prpposed as a white label solution - EBSI conformant.,,,14.0,11,False,,3.0,,,,,,,,,,,,,,,,,,,,,,
119,universal-wallet-interop-spec,w3c-ccg/universal-wallet-interop-spec,standards,,,https://github.com/w3c-ccg/universal-wallet-interop-spec,https://github.com/w3c-ccg/universal-wallet-interop-spec,W3C,2020-08-25 01:43:15,2023-05-18 13:45:33.000000,2023-02-22 15:32:05,319.0,,12.0,42.0,47.0,42.0,24.0,53.0,,,,A data model and abstract interfaces for digital wallets.,2.0,2.0,10.0,10,False,,3.0,,['w3c'],,,,,,,,,,,,,,,,,,,,
120,credible,spruceid/credible,decentralized,,spruceid,https://github.com/spruceid/wallet,https://github.com/spruceid/wallet,Apache-2.0,2020-07-23 21:18:28,2023-10-18 10:45:25.000000,2023-10-02 22:37:32,194.0,1.0,17.0,19.0,73.0,10.0,24.0,38.0,,,,A reference credential wallet built on Flutter and DIDKit.,,,12.0,10,False,,3.0,,,,,,,,spruceid/wallet,,,,,,,,,,,,,,
121,entra-verifiedid-wallet-library-ios,microsoft/entra-verifiedid-wallet-library-ios,decentralized,,,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,MIT,2022-11-17 19:38:59,2023-10-23 20:02:26.000000,2023-10-06 14:24:02,60.0,6.0,3.0,10.0,57.0,2.0,1.0,13.0,2023-06-19 17:55:50,1.0.0,2.0,A library to manage your Decentralized Identities and Verified IDs on iOS.,,,3.0,10,False,,3.0,,,,,,,,,,,,,,,,,,,,,,
122,vlei,weboftrust/vlei,standards,,,https://github.com/WebOfTrust/vLEI,https://github.com/WebOfTrust/vLEI,Apache-2.0,2021-04-19 14:33:35,2023-08-03 17:26:55.000000,2023-05-18 17:06:05,84.0,,10.0,8.0,32.0,21.0,27.0,22.0,,,,Public Open Specifications for GLEIF vLEI (verifiable Legal Entity Identifiers).,,,4.0,9,False,,3.0,,,,,,,,,,,,,,,,,,,,,,
123,entra-verifiedid-wallet-library-android,microsoft/entra-verifiedid-wallet-library-android,decentralized,,,https://github.com/microsoft/entra-verifiedid-wallet-library-android,https://github.com/microsoft/entra-verifiedid-wallet-library-android,MIT,2022-11-17 18:59:22,2023-10-24 00:04:12.000000,2023-10-06 18:01:30,61.0,7.0,1.0,10.0,59.0,1.0,1.0,15.0,2023-06-20 20:22:25,1.0.0,2.0,A library to manage your Decentralized Identities and Verified IDs on Android.,,,5.0,9,False,,3.0,,,,,,,,,,,,,,,,,,,,,,
124,waltid-storagekit,walt-id/waltid-storagekit,decentralized,,waltid-ssikit,https://github.com/walt-id/waltid-storagekit,https://github.com/walt-id/waltid-storagekit,Apache-2.0,2021-11-15 09:47:22,2023-02-06 15:36:34.000000,2023-02-06 15:36:10,37.0,,2.0,4.0,4.0,1.0,6.0,9.0,2023-02-06 15:38:55,1.2302061536.0,1.0,Enhance your app with zero trust storage and privacy-preserving data sharing.,,,5.0,7,False,,3.0,,,,,,,,,,,,,,,,,,,,,,
125,connectme,evernym/connectme,decentralized,,evernym-ssi,https://github.com/evernym/ConnectMe,https://github.com/evernym/ConnectMe,Apache-2.0,2021-06-22 22:25:37,2023-03-29 20:57:35.000000,2023-03-29 20:57:32,817.0,,2.0,4.0,,,,3.0,,,,Evernyms Connect.Me is an industry leading mobile identity wallet that makes it easy for people to manage their..,,,16.0,7,False,,3.0,,,,,,,,,,,,,,,,,,,,,,
126,cfssl,cloudfare/cfssl,pki,,,,{},,,2023-10-23 16:41:14.448255,,,,,,,,,23.0,,,,CloudFlares PKI toolkit.,,,,2,False,,3.0,,,,cfssl/cfssl,https://hub.docker.com/r/cfssl/cfssl,2023-10-23 16:41:14.448255,4051580.0,,,,,23.0,,,,,,,,,,
127,vc-api,w3c-ccg/vs-api,standards,,,,{},W3C,,,,,,,,,,,,,,,,,,,1,False,,3.0,,['w3c'],,,,,,,,,,,,,,,,,,,,
128,decentralized-web-node,decentralized-identity/decentralize-web-node,standards,,,,{},,,,,,,,,,,,,,,,,,,,0,False,,,,"['dif', 'web5']",,,,,,,,,,,,,,,,,,,,
129,didcomm-messaging,decentralized-identity/didcomm-messagging,standards,,,,{},,,,,,,,,,,,,,,,,,,,0,False,,,,['dif'],,,,,,,,,,,,,,,,,,,,
130,keripyhyperledger,,decentralized,,,,,,,,,,,,,,,,,,,,,,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,
131,selective-disclosure-jwt,oauth-selective-disclosure-jwt,decentralized,,,,,,,,,,,,,,,,,,,,,,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,
